course_id,review_platform,title,school,area,subject,provider,price,level,course_length,effort_hours,published_time,time,session_open,review count,review rating,indegree,outdegree,degree,eigenvector,transitivity,constraint,closeness,betweenness,performace (t),performance (t+1),low rating ratio,mid rating ratio,high rate ratio,helpfulness score (ratio),avg. review length,url
classCentral-88,classCentral,Introduction to Music Theory,Berklee College of Music,Arts and Humanities,Music,edX,30,Introductory,3,5,3,3,TRUE,3,4.666666667,1,1,2,5.76E-06,1.000006395,0.59005028,0.002408717,0,14,4,0,0,1,0,0,https://www.class-central.com/mooc/4000/edx-oharm100x-introduction-to-music-theory
classCentral-91,classCentral,Industrial Biotechnology,Delft University of Technology,Life Sciences,Biology & Life Sciences,edX,33,Intermediate,8,8,4,4,TRUE,1,1,0,0,0,8.29E-07,0,0,4.10E-18,0,1,NA,1,0,0,0,0,https://www.class-central.com/mooc/3443/edx-ib01x-industrial-biotechnology
classCentral-94,classCentral,Nutrition and Health: Food Risks,Wageningen University,Life Sciences,Food & Nutrition,edX,30,Introductory,10,7,3,4,TRUE,1,5,0,0,0,8.29E-07,0,0,4.10E-18,0,5,NA,0,0,1,1,0,https://www.class-central.com/mooc/5157/edx-nutrition-and-health-part-3-food-safety
classCentral-95,classCentral,Anthropology of Current World Issues,University of Queensland,Language Learning,Humanities,edX,52,Introductory,9,2,2,3,TRUE,6,3.833333333,2,1,3,5.71E-06,6.40E-06,0.333355041,1.53E-06,1598.226149,23,18,0.166666667,0.166666667,0.666666667,0.333333333,33.83333333,https://www.class-central.com/mooc/1928/edx-anthropology-of-current-world-issues
classCentral-95,classCentral,Anthropology of Current World Issues,University of Queensland,Language Learning,Humanities,edX,52,Introductory,9,2,2,4,TRUE,5,3.6,2,2,4,3.34E-06,1.14E-06,0.500046265,2.65E-05,3525,18,NA,0.2,0.2,0.6,0,23.4,https://www.class-central.com/mooc/1928/edx-anthropology-of-current-world-issues
classCentral-97,classCentral,The Ancient Greek Hero in 24 Hours,Harvard University,Language Learning,Humanities,edX,7,Introductory,17,635,NA,4,TRUE,1,3,2,2,4,3.33E-06,1.14E-06,0.500046265,7.50E-07,2528,3,NA,0,1,0,0,0,https://www.class-central.com/mooc/609/edx-the-ancient-greek-hero-in-24-hours
classCentral-98,classCentral,Introduction to Probability - The Science of Uncertainty,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,edX,52,Introductory,18,12,1,2,TRUE,4,4.75,1,1,2,2.54E-05,3.11E-05,0.500167354,0,146,19,15,0,0,1,4.25,322,https://www.class-central.com/mooc/1496/edx-introduction-to-probability-the-science-of-uncertainty
classCentral-98,classCentral,Introduction to Probability - The Science of Uncertainty,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,edX,52,Introductory,18,12,1,3,TRUE,3,5,0,2,2,5.73E-06,6.40E-06,0.500021708,0,0,15,43,0,0,1,7,1273.333333,https://www.class-central.com/mooc/1496/edx-introduction-to-probability-the-science-of-uncertainty
classCentral-98,classCentral,Introduction to Probability - The Science of Uncertainty,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,edX,52,Introductory,18,12,1,4,TRUE,9,4.777777778,3,2,5,3.35E-06,1.14E-06,0.200046265,2.96E-06,2753.355122,43,NA,0,0,1,0.111111111,714.3333333,https://www.class-central.com/mooc/1496/edx-introduction-to-probability-the-science-of-uncertainty
classCentral-99,classCentral,Science & Cooking: From Haute Cuisine to Soft Matter Science (part 1),Harvard University,Physical Science and Engineering,Chemistry,edX,43,Introductory,6,6,1,3,TRUE,3,5,1,0,1,5.74E-06,0,1.000021708,0.002762242,0,15,28,0,0,1,0,0,https://www.class-central.com/mooc/811/edx-science-cooking-from-haute-cuisine-to-soft-matter-science-part-1
classCentral-99,classCentral,Science & Cooking: From Haute Cuisine to Soft Matter Science (part 1),Harvard University,Physical Science and Engineering,Chemistry,edX,43,Introductory,6,6,1,4,TRUE,6,4.666666667,5,2,7,3.35E-06,1.14E-06,0.224536061,4.19E-06,2743.668426,28,NA,0,0,1,0,95.33333333,https://www.class-central.com/mooc/811/edx-science-cooking-from-haute-cuisine-to-soft-matter-science-part-1
classCentral-104,classCentral,Introduction to Animal Behaviour,Wageningen University,Life Sciences,Biology & Life Sciences,edX,30,Introductory,6,5,4,4,TRUE,1,5,1,0,1,3.32E-06,0,1.000046265,1.38E-12,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/6033/edx-introduction-to-animal-behaviour
classCentral-109,classCentral,Relics of Chinese History - Part 2: Astronomy and Medicine | ÙþÚªïñù¡?Ùþûùñé?£ºô¸Ùþ???,Tsinghua University,Arts and Humanities,Art & Culture,edX,30,Introductory,5,4,3,4,TRUE,1,5,2,2,4,3.34E-06,1.14E-06,0.500046265,2.13E-08,1527,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/4078/edx-relics-of-chinese-history-part-2-astronomy-and-medicine
classCentral-113,classCentral,The Conquest of Space: Space Exploration and Rocket Science,Universidad Carlos iii de Madrid,Physical Science and Engineering,Engineering,edX,33,Introductory,7,3.5,3,4,TRUE,1,5,2,1,3,3.33E-06,1.14E-06,0.55560182,4.53E-11,482,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/4412/edx-the-conquest-of-space-space-exploration-and-rocket-science
classCentral-115,classCentral,The Body Matters: Why Exercise Makes You Healthy and How to Stay Uninjured,McGill University,Life Sciences,Health & Safety,edX,NA,Introductory,10,4,2,3,TRUE,2,4.5,3,1,4,5.69E-06,6.40E-06,0.375021708,2.28E-07,2705.694608,9,11,0,0,1,0,0,https://www.class-central.com/mooc/2690/edx-the-body-matters-why-exercise-makes-you-healthy-and-how-to-stay-uninjured
classCentral-115,classCentral,The Body Matters: Why Exercise Makes You Healthy and How to Stay Uninjured,McGill University,Life Sciences,Health & Safety,edX,NA,Introductory,10,4,2,4,TRUE,3,3.666666667,2,0,2,3.36E-06,1.14E-06,0.500046265,0.002375206,0,11,NA,0.333333333,0,0.666666667,0,0,https://www.class-central.com/mooc/2690/edx-the-body-matters-why-exercise-makes-you-healthy-and-how-to-stay-uninjured
classCentral-117,classCentral,Masterpieces of World Literature,Harvard University,Arts and Humanities,Literature,edX,52,Introductory,12,6,4,4,TRUE,1,3,2,0,2,3.33E-06,1.14E-06,0.500046265,1.09E-17,0,3,NA,0,1,0,0,101,https://www.class-central.com/mooc/6844/edx-masterpieces-of-world-literature
classCentral-121,classCentral,Introduction to Computational Thinking and Data Science,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,30,Intermediate,10,15,1,3,TRUE,9,4.333333333,4,0,4,5.74E-06,6.40E-06,1.000021708,0.011048968,0,39,91,0.111111111,0,0.888888889,1.111111111,84.66666667,https://www.class-central.com/mooc/1779/edx-introduction-to-computational-thinking-and-data-science
classCentral-121,classCentral,Introduction to Computational Thinking and Data Science,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,30,Intermediate,10,15,1,4,TRUE,20,4.55,9,11,20,3.36E-06,0.010527453,0.101917454,0.000104618,10805.8662,91,NA,0,0.05,0.95,0,24.45,https://www.class-central.com/mooc/1779/edx-introduction-to-computational-thinking-and-data-science
classCentral-139,classCentral,AngularJS: Advanced Framework Techniques,Microsoft,Computer Science,Computer Science,edX,52,Intermediate,6,NA,4,4,TRUE,1,4,1,1,2,3.34E-06,1.14E-06,0.500046265,6.07E-08,1523.946807,4,NA,0,0,1,0,0,https://www.class-central.com/mooc/7384/edx-angularjs-advanced-framework-techniques
classCentral-151,classCentral,Vocal Recording Technology,Berklee College of Music,Physical Science and Engineering,Engineering,edX,30,Introductory,6,5,1,3,TRUE,1,5,0,0,0,9.58E-07,0,0,0,0,5,4,0,0,1,0,0,https://www.class-central.com/mooc/1985/edx-vocal-recording-technology
classCentral-151,classCentral,Vocal Recording Technology,Berklee College of Music,Physical Science and Engineering,Engineering,edX,30,Introductory,6,5,1,4,TRUE,1,4,0,0,0,8.29E-07,0,0,4.10E-18,0,4,NA,0,0,1,0,0,https://www.class-central.com/mooc/1985/edx-vocal-recording-technology
classCentral-152,classCentral,Introduction to the Music Business,Berklee College of Music,Arts and Humanities,Music,edX,30,Introductory,6,5,1,2,TRUE,4,4,0,1,1,8.35E-06,0,1.000167354,0,0,16,14,0,0,1,1,268,https://www.class-central.com/mooc/1486/edx-introduction-to-the-music-business
classCentral-152,classCentral,Introduction to the Music Business,Berklee College of Music,Arts and Humanities,Music,edX,30,Introductory,6,5,1,3,TRUE,3,4.666666667,0,1,1,5.72E-06,0,1.000021708,0,0,14,10,0,0,1,0.666666667,50.33333333,https://www.class-central.com/mooc/1486/edx-introduction-to-the-music-business
classCentral-152,classCentral,Introduction to the Music Business,Berklee College of Music,Arts and Humanities,Music,edX,30,Introductory,6,5,1,4,TRUE,2,5,1,0,1,3.36E-06,0,1.000046265,0.002375117,0,10,NA,0,0,1,0,85,https://www.class-central.com/mooc/1486/edx-introduction-to-the-music-business
classCentral-153,classCentral,Creativity & Entrepreneurship,Berklee College of Music,Business,Business & Management,edX,30,Introductory,4,5,3,4,TRUE,1,1,0,0,0,8.29E-07,0,0,4.10E-18,0,1,NA,1,0,0,0,0,https://www.class-central.com/mooc/4056/edx-creativity-entrepreneurship
classCentral-157,classCentral,Cyber Security: Protecting Yourself and Your Data,IEEE,NA,NA,edX,3,NA,NA,NA,4,4,TRUE,1,1,0,0,0,8.29E-07,0,0,4.10E-18,0,1,NA,1,0,0,0,97,https://www.class-central.com/mooc/8054/edx-cyber-security-protecting-yourself-and-your-data
classCentral-159,classCentral,International Human Rights Law,Universit? catholique de Louvain,Social Sciences,Law,edX,7,Advanced,10,7,2,4,TRUE,1,5,0,0,0,8.29E-07,0,0,4.10E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2917/edx-international-human-rights-law
classCentral-160,classCentral,User Innovation: A Path to Entrepreneurship,Massachusetts Institute of Technology,Business,Business & Management,edX,19,Introductory,2,2,2,3,FALSE,1,4,2,0,2,5.72E-06,6.40E-06,0.500021708,0.000154935,0,4,10,0,0,1,0,0,https://www.class-central.com/mooc/3479/edx-uinov8x-user-innovation-a-path-to-entrepreneurship
classCentral-160,classCentral,User Innovation: A Path to Entrepreneurship,Massachusetts Institute of Technology,Business,Business & Management,edX,19,Introductory,2,2,2,4,FALSE,2,5,1,0,1,3.33E-06,0,1.000046265,5.01E-09,0,10,NA,0,0,1,0,0,https://www.class-central.com/mooc/3479/edx-uinov8x-user-innovation-a-path-to-entrepreneurship
classCentral-163,classCentral,Cybersecurity Fundamentals,Rochester Institute of Technology,Computer Science,Computer Science,edX,7,Advanced,8,11,4,4,TRUE,2,5,1,1,2,3.34E-06,1.14E-06,0.500046265,4.10E-18,290.8126008,10,NA,0,0,1,0,237.5,https://www.class-central.com/mooc/7844/edx-cybersecurity-fundamentals
classCentral-171,classCentral,HTML5 and CSS Fundamentals,World Wide Web Consortium (W3C),Computer Science,Computer Science,edX,52,Introductory,6,5,3,4,TRUE,5,4.2,6,3,9,3.36E-06,0.055556693,0.299827137,0.00248459,9768.160917,21,NA,0,0.2,0.8,0,0,https://www.class-central.com/mooc/5764/edx-html5-and-css-fundamentals
classCentral-173,classCentral,Introduction to Computer Science and Programming Using Python,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,30,Introductory,9,15,1,3,TRUE,44,4.522727273,10,15,25,5.77E-06,0.036673062,0.105032779,0.044498931,18944.85593,199,215,0.045454545,0,0.954545455,0.909090909,146.3636364,https://www.class-central.com/mooc/1341/edx-introduction-to-computer-science-and-programming-using-python
classCentral-173,classCentral,Introduction to Computer Science and Programming Using Python,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,30,Introductory,9,15,1,4,TRUE,47,4.574468085,10,15,25,3.36E-06,0.033334471,0.104361061,0.000558561,18808.48748,215,NA,0.063829787,0.021276596,0.914893617,0.063829787,79.91489362,https://www.class-central.com/mooc/1341/edx-introduction-to-computer-science-and-programming-using-python
classCentral-176,classCentral,Making Sense of Climate Science Denial,University of Queensland,Business,Communication,edX,30,Introductory,7,3,2,4,TRUE,3,5,1,3,4,3.34E-06,1.14E-06,0.250046265,1.72E-09,1046.946807,15,NA,0,0,1,0,136.6666667,https://www.class-central.com/mooc/2650/edx-making-sense-of-climate-science-denial
classCentral-177,classCentral,HTML5 Coding Essentials and Best Practices,World Wide Web Consortium (W3C),Computer Science,Computer Science,edX,5,Intermediate,6,7,2,3,TRUE,6,4.5,0,1,1,5.71E-06,0,1.000021708,0,0,27,13,0,0.166666667,0.833333333,0,53.16666667,https://www.class-central.com/mooc/3444/edx-html5-coding-essentials-and-best-practices
classCentral-177,classCentral,HTML5 Coding Essentials and Best Practices,World Wide Web Consortium (W3C),Computer Science,Computer Science,edX,5,Intermediate,6,7,2,4,TRUE,3,4.333333333,0,3,3,3.35E-06,1.14E-06,0.333379598,4.10E-18,0,13,NA,0,0,1,0,57.33333333,https://www.class-central.com/mooc/3444/edx-html5-coding-essentials-and-best-practices
classCentral-185,classCentral,Electronic Materials and Devices,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,edX,30,Advanced,5,10,2,3,TRUE,1,5,1,0,1,5.63E-06,0,1.000021708,0,0,5,2,0,0,1,0,0,https://www.class-central.com/mooc/3211/edx-electronic-materials-and-devices
classCentral-188,classCentral,Computer Graphics,"University of California, Berkeley",Computer Science,Computer Science,edX,52,Intermediate,6,12,0,3,TRUE,5,4.4,1,1,2,5.73E-06,6.40E-06,0.500021708,0,4,22,0,0,0,1,0,0,https://www.class-central.com/mooc/548/edx-computer-graphics
classCentral-189,classCentral,Academic and Business Writing,"University of California, Berkeley",Business,Communication,edX,30,Introductory,6,4,1,3,TRUE,4,4,1,2,3,5.72E-06,6.40E-06,0.333355041,0,49.99166667,16,5,0.25,0,0.75,0.75,42.75,https://www.class-central.com/mooc/1561/edx-academic-and-business-writing
classCentral-189,classCentral,Academic and Business Writing,"University of California, Berkeley",Business,Communication,edX,30,Introductory,6,4,1,4,TRUE,1,5,0,0,0,8.29E-07,0,0,4.10E-18,0,5,NA,0,0,1,0,117,https://www.class-central.com/mooc/1561/edx-academic-and-business-writing
classCentral-191,classCentral,Innovation and IT Management,Indian Institute of Management Bangalore,Business,Business & Management,edX,14,Intermediate,6,5,3,3,TRUE,2,5,3,0,3,5.74E-06,0.333339729,0.427206588,0.003157893,0,10,0,0,0,1,0,981.5,https://www.class-central.com/mooc/3594/edx-innovation-and-it-management
classCentral-193,classCentral,Advanced Transport Phenomena,NA,Physical Science and Engineering,Engineering,edX,30,Intermediate,6,9,4,4,TRUE,1,4,1,1,2,3.35E-06,1.14E-06,0.500046265,4.10E-18,1106,4,NA,0,0,1,0,0,https://www.class-central.com/mooc/7813/edx-advanced-transport-phenomena
classCentral-199,classCentral,Principles of Biochemistry,Harvard University,Life Sciences,Biology & Life Sciences,edX,11,Intermediate,15,5,2,3,TRUE,2,5,1,1,2,5.68E-06,6.40E-06,1.000021708,3.06E-06,0,10,9,0,0,1,2,142,https://www.class-central.com/mooc/3462/edx-principles-of-biochemistry
classCentral-200,classCentral,The Challenges of Global Poverty,Massachusetts Institute of Technology,Business,Economics & Finance,edX,NA,Introductory,12,12,NA,3,TRUE,2,4.5,2,2,4,5.71E-06,6.40E-06,0.375021708,2.13E-06,1672.49703,9,5,0,0,1,0.5,0,https://www.class-central.com/mooc/608/edx-the-challenges-of-global-poverty
classCentral-201,classCentral,Data Analysis for Social Scientists,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,edX,NA,Advanced,12,12,4,4,TRUE,2,4,2,1,3,3.33E-06,1.14E-06,0.55560182,1.09E-17,3,8,NA,0,0.5,0.5,0,186,https://www.class-central.com/mooc/6842/edx-data-analysis-for-social-scientists
classCentral-202,classCentral,The Analytics Edge,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,edX,52,Intermediate,12,12.5,1,2,TRUE,10,4.6,0,0,0,8.33E-06,0,0,0,0,46,161,0,0,1,3.1,343.6,https://www.class-central.com/mooc/1623/edx-the-analytics-edge
classCentral-202,classCentral,The Analytics Edge,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,edX,52,Intermediate,12,12.5,1,3,TRUE,34,4.735294118,9,18,27,5.75E-06,0.022798418,0.117386761,0.00637382,27401.01386,161,127,0,0.029411765,0.970588235,0.529411765,85.76470588,https://www.class-central.com/mooc/1623/edx-the-analytics-edge
classCentral-202,classCentral,The Analytics Edge,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,edX,52,Intermediate,12,12.5,1,4,TRUE,27,4.703703704,12,5,17,3.36E-06,0.01470702,0.11185094,0.004056024,8025.100538,127,NA,0,0.037037037,0.962962963,0.111111111,116.8888889,https://www.class-central.com/mooc/1623/edx-the-analytics-edge
classCentral-206,classCentral,Entrepreneurship 102: Do You Have A Product?,Massachusetts Institute of Technology,Business,Business & Management,edX,19,Introductory,2,10,2,3,FALSE,5,3.6,0,2,2,5.72E-06,6.40E-06,0.500021708,0,0,18,0,0,0.4,0.6,0,0,https://www.class-central.com/mooc/2852/edx-entrepreneurship-102-do-you-have-a-product
classCentral-208,classCentral,Calculus 1A: Differentiation,Massachusetts Institute of Technology,Math and Logic,Math,edX,52,Introductory,13,8,2,3,TRUE,2,5,2,0,2,5.70E-06,6.40E-06,0.500021708,0.000116123,0,10,0,0,0,1,0,0,https://www.class-central.com/mooc/2647/edx-calculus-1a-differentiation
classCentral-213,classCentral,Introduction to Sociology,University of Texas of the Permian Basin,Social Sciences,Social Sciences,edX,30,Introductory,6,5,3,3,TRUE,2,3.5,0,1,1,9.60E-07,0,1.000021708,0,0,7,0,0,0.5,0.5,0,0,https://www.class-central.com/mooc/3649/edx-introduction-to-sociology
classCentral-214,classCentral,Human Origins,Arizona State University,Social Sciences,Social Sciences,edX,30,Introductory,8,18,3,3,TRUE,2,4,0,0,0,9.58E-07,0,0,0,0,8,15,0,0.5,0.5,0,161.5,https://www.class-central.com/mooc/3502/edx-human-origins
classCentral-214,classCentral,Human Origins,Arizona State University,Social Sciences,Social Sciences,edX,30,Introductory,8,18,3,4,TRUE,3,5,1,0,1,3.34E-06,0,1.000046265,6.00E-06,0,15,NA,0,0,1,0,61.33333333,https://www.class-central.com/mooc/3502/edx-human-origins
classCentral-216,classCentral,Introduction to Solar Systems Astronomy,Arizona State University,Physical Science and Engineering,Science,edX,30,Introductory,8,24,3,3,TRUE,6,4.666666667,0,2,2,5.71E-06,6.40E-06,0.500021708,0,0,28,4,0,0.166666667,0.833333333,0.166666667,289,https://www.class-central.com/mooc/3503/edx-introduction-to-solar-systems-astronomy
classCentral-217,classCentral,English Composition,Arizona State University,Business,Communication,edX,30,Introductory,8,18,3,4,TRUE,2,5,1,1,2,3.32E-06,1.14E-06,0.500046265,9.75E-10,491,10,NA,0,0,1,2.5,482.5,https://www.class-central.com/mooc/4068/edx-english-composition
classCentral-219,classCentral,Humanity and Nature in Chinese Thought | ñé?ôÉ?ÞÖßÌñéîÜìÑ??í»æÔ?,The University of Hong Kong,Arts and Humanities,Art & Culture,edX,33,Introductory,8,2.5,2,3,TRUE,3,4,3,3,6,5.73E-06,6.40E-06,0.333355041,3.43E-05,3508.275112,12,10,0.333333333,0,0.666666667,0,0,https://www.class-central.com/mooc/2079/edx-humanity-and-nature-in-chinese-thought
classCentral-219,classCentral,Humanity and Nature in Chinese Thought | ñé?ôÉ?ÞÖßÌñéîÜìÑ??í»æÔ?,The University of Hong Kong,Arts and Humanities,Art & Culture,edX,33,Introductory,8,2.5,2,4,TRUE,2,5,1,1,2,3.34E-06,1.14E-06,0.500046265,1.37E-18,40,10,NA,0,0,1,0,407,https://www.class-central.com/mooc/2079/edx-humanity-and-nature-in-chinese-thought
classCentral-221,classCentral,Supply Chain Fundamentals,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,edX,7,Intermediate,13,10,2,2,TRUE,1,5,0,0,0,8.33E-06,0,0,0,0,5,33,0,0,1,5,0,https://www.class-central.com/mooc/2140/edx-supply-chain-fundamentals
classCentral-221,classCentral,Supply Chain Fundamentals,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,edX,7,Intermediate,13,10,2,3,TRUE,7,4.714285714,6,1,7,5.74E-06,0.047625443,0.203231859,0.000421873,2046.785693,33,24,0,0,1,1.285714286,73.14285714,https://www.class-central.com/mooc/2140/edx-supply-chain-fundamentals
classCentral-221,classCentral,Supply Chain Fundamentals,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,edX,7,Intermediate,13,10,2,4,TRUE,5,4.8,2,2,4,3.34E-06,1.14E-06,0.250046265,1.77E-07,969,24,NA,0,0,1,0.6,63.4,https://www.class-central.com/mooc/2140/edx-supply-chain-fundamentals
classCentral-228,classCentral,"Introduction to Philosophy: God, Knowledge and Consciousness",Massachusetts Institute of Technology,Arts and Humanities,Philosophy & Ethics,edX,15,Introductory,12,5,1,3,FALSE,2,5,2,4,6,5.72E-06,6.40E-06,0.277799486,0.000152234,2936.16142,10,5,0,0,1,2,176.5,https://www.class-central.com/mooc/926/edx-introduction-to-philosophy-god-knowledge-and-consciousness
classCentral-228,classCentral,"Introduction to Philosophy: God, Knowledge and Consciousness",Massachusetts Institute of Technology,Arts and Humanities,Philosophy & Ethics,edX,15,Introductory,12,5,1,4,TRUE,1,5,0,0,0,8.29E-07,0,0,4.10E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/926/edx-introduction-to-philosophy-god-knowledge-and-consciousness
classCentral-232,classCentral,"Sharks! Global Biodiversity, Biology, and Conservation",Cornell University,Life Sciences,Biology & Life Sciences,edX,30,Introductory,4,5,3,4,TRUE,3,5,3,1,4,3.33E-06,1.14E-06,0.250046265,4.87E-11,486,15,NA,0,0,1,0,174.6666667,https://www.class-central.com/mooc/5865/edx-sharks-global-biodiversity-biology-and-conservation
classCentral-233,classCentral,Pre-University Calculus,Delft University of Technology,Math and Logic,Math,edX,33,Introductory,6,7,3,4,TRUE,1,5,0,1,1,3.35E-06,0,1.000046265,4.10E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2534/edx-pre-university-calculus
classCentral-234,classCentral,Improving Global Health: Focusing on Quality and Safety,Harvard University,Life Sciences,Health & Safety,edX,52,Intermediate,8,3,2,3,FALSE,2,4,0,0,0,9.58E-07,0,0,0,0,8,10,0,0,1,0,0,https://www.class-central.com/mooc/1950/edx-improving-global-health-focusing-on-quality-and-safety
classCentral-234,classCentral,Improving Global Health: Focusing on Quality and Safety,Harvard University,Life Sciences,Health & Safety,edX,52,Intermediate,8,3,2,4,TRUE,2,5,1,1,2,3.34E-06,1.14E-06,0.500046265,6.83E-18,553,10,NA,0,0,1,1,66.5,https://www.class-central.com/mooc/1950/edx-improving-global-health-focusing-on-quality-and-safety
classCentral-236,classCentral,Supply Chain Dynamics,Massachusetts Institute of Technology,Business,Business & Management,edX,7,Advanced,13,10,4,4,TRUE,1,5,2,0,2,3.34E-06,1.14E-06,0.500046265,5.01E-09,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/4807/edx-supply-chain-dynamics
classCentral-238,classCentral,Human Anatomy,Hong Kong Polytechnic University,Life Sciences,Biology & Life Sciences,edX,33,Introductory,6,3,3,3,TRUE,2,3.5,0,1,1,5.68E-06,0,1.000021708,0,0,7,11,0,0.5,0.5,1,0,https://www.class-central.com/mooc/3648/edx-human-anatomy
classCentral-242,classCentral,Intermediate Financial and Management Accounting,ACCA,Business,Business & Management,edX,NA,Introductory,10,4.5,3,3,TRUE,2,3.5,1,1,2,9.59E-07,6.40E-06,1.000021708,0,0,7,0,0,0.5,0.5,0,0,https://www.class-central.com/mooc/3553/edx-intermediate-financial-and-management-accounting
classCentral-250,classCentral,Agile Development Using Ruby on Rails - Advanced,"University of California, Berkeley",Computer Science,Computer Science,edX,52,Intermediate,6,10,0,4,TRUE,2,4.5,2,2,4,3.35E-06,1.14E-06,0.500046265,0.000117454,279.5349744,9,NA,0,0,1,0,0,https://www.class-central.com/mooc/558/edx-agile-development-using-ruby-on-rails-advanced
classCentral-252,classCentral,Journalism for Social Change,"University of California, Berkeley",Business,Communication,edX,30,Introductory,NA,3,2,3,TRUE,1,3,0,0,0,9.58E-07,0,0,0,0,3,5,0,1,0,2,0,https://www.class-central.com/mooc/2820/edx-journalism-for-social-change
classCentral-271,classCentral,Western Civilization: Ancient and Medieval Europe,Arizona State University,Arts and Humanities,History,edX,30,Introductory,8,18,3,3,TRUE,3,4.333333333,0,0,0,9.58E-07,0,0,0,0,13,18,0,0,1,0,96.66666667,https://www.class-central.com/mooc/3501/edx-western-civilization-ancient-and-medieval-europe
classCentral-271,classCentral,Western Civilization: Ancient and Medieval Europe,Arizona State University,Arts and Humanities,History,edX,30,Introductory,8,18,3,4,TRUE,4,4.5,2,0,2,3.35E-06,1.14E-06,0.500046265,0.000211681,0,18,NA,0,0,1,0,0,https://www.class-central.com/mooc/3501/edx-western-civilization-ancient-and-medieval-europe
classCentral-293,classCentral,Supply Chain Design,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,edX,7,Advanced,13,10,3,4,TRUE,2,5,1,1,2,3.34E-06,1.14E-06,0.500046265,4.10E-18,1,10,NA,0,0,1,0,0,https://www.class-central.com/mooc/4067/edx-supply-chain-design
classCentral-300,classCentral,Supply Chain Analytics,Massachusetts Institute of Technology,Business,Business & Management,edX,7,Introductory,13,10,4,4,TRUE,2,4,0,2,2,3.35E-06,1.14E-06,0.500046265,4.10E-18,0,8,NA,0,0.5,0.5,0,0,https://www.class-central.com/mooc/6367/edx-supply-chain-analytics
classCentral-304,classCentral,Paradigms of Computer Programming ? Fundamentals,Universit? catholique de Louvain,Computer Science,Computer Science,edX,33,Advanced,5,4,2,4,TRUE,3,5,4,2,6,3.36E-06,1.14E-06,0.222268487,0.002380662,997.8635148,15,NA,0,0,1,0,0,https://www.class-central.com/mooc/2298/edx-paradigms-of-computer-programming-fundamentals
classCentral-321,classCentral,Introduction to Health and Wellness,Arizona State University,Life Sciences,Health & Safety,edX,30,Introductory,8,18,3,4,TRUE,5,4.8,0,2,2,3.33E-06,1.14E-06,0.500046265,4.10E-18,0,24,NA,0,0,1,0.4,32.2,https://www.class-central.com/mooc/4069/edx-introduction-to-health-and-wellness
classCentral-331,classCentral,Video Game Design History,Rochester Institute of Technology,Computer Science,Computer Science,edX,30,Introductory,5,3,4,4,TRUE,2,4,1,0,1,3.34E-06,0,1.000046265,2.73E-18,0,8,NA,0,0,1,0,528.5,https://www.class-central.com/mooc/6720/edx-video-game-design-history
classCentral-336,classCentral,Paradigms of Computer Programming ? Abstraction and Concurrency,Universit? catholique de Louvain,Computer Science,Computer Science,edX,33,Advanced,6,4,2,4,TRUE,4,4.25,2,1,3,3.35E-06,1.14E-06,0.55560182,0.000134847,1068.863515,17,NA,0.25,0,0.75,0,0,https://www.class-central.com/mooc/2630/edx-paradigms-of-computer-programming-abstraction-and-concurrency
classCentral-366,classCentral,Justice,Harvard University,Arts and Humanities,Philosophy & Ethics,edX,52,Introductory,12,3,NA,2,TRUE,4,5,1,0,1,2.42E-05,0,1.000167354,0,0,20,60,0,0,1,2.25,1115.25,https://www.class-central.com/mooc/610/edx-justice
classCentral-366,classCentral,Justice,Harvard University,Arts and Humanities,Philosophy & Ethics,edX,52,Introductory,12,3,NA,3,TRUE,12,5,3,6,9,5.75E-06,6.40E-06,0.135824177,0.002418167,9256.147603,60,49,0,0,1,0.166666667,0,https://www.class-central.com/mooc/610/edx-justice
classCentral-366,classCentral,Justice,Harvard University,Arts and Humanities,Philosophy & Ethics,edX,52,Introductory,12,3,NA,4,TRUE,10,4.9,4,0,4,3.35E-06,1.14E-06,0.250046265,0.000352823,0,49,NA,0,0,1,0,22.1,https://www.class-central.com/mooc/610/edx-justice
