course_id,review_platform,title,school,area,subject,provider,price,level,course_length,effort_hours,published_time,time,session_open,review count,review rating,indegree,outdegree,degree,eigenvector,transitivity,constraint,closeness,betweenness,performace (t),performance (t+1),low rating ratio,mid rating ratio,high rate ratio,helpfulness score (ratio),avg. review length,url
classCentral-734,classCentral,Introduction to Italian Opera,Dartmouth,Arts and Humanities,Music,edX,30,Introductory,6,3.5,3,4,TRUE,1,4,1,1,2,3.34E-06,1.14E-06,0.500046265,3.42E-17,314.1927073,4,NA,0,0,1,0,0,https://www.class-central.com/mooc/3840/edx-introduction-to-italian-opera
classCentral-735,classCentral,Data Science Ethics,University of Michigan,Data Science,Data Analysis & Statistics,edX,30,Introductory,4,3.5,3,4,TRUE,2,2.5,0,1,1,3.34E-06,0,1.000046265,4.10E-18,0,5,NA,0.5,0.5,0,0,1454,https://www.class-central.com/mooc/4905/edx-data-science-ethics
classCentral-737,classCentral,Fundamentals of Six Sigma: Quality Engineering and Management,Technische Universit?t M?nchen (Technical University of Munich),Business,Business & Management,edX,47,Introductory,8,3.5,3,3,TRUE,2,1,0,0,0,9.58E-07,0,0,0,0,2,10,1,0,0,1,778,https://www.class-central.com/mooc/3310/edx-fundamentals-of-six-sigma-quality-engineering-and-management
classCentral-737,classCentral,Fundamentals of Six Sigma: Quality Engineering and Management,Technische Universit?t M?nchen (Technical University of Munich),Business,Business & Management,edX,47,Introductory,8,3.5,3,4,TRUE,2,5,1,0,1,3.32E-06,0,1.000046265,4.10E-18,0,10,NA,0,0,1,3.5,6179,https://www.class-central.com/mooc/3310/edx-fundamentals-of-six-sigma-quality-engineering-and-management
classCentral-739,classCentral,"The Divine Comedy: Dante's Journey to Freedom, Part 3 (Paradiso)",Georgetown University,Language Learning,Humanities,edX,30,Intermediate,5,9,2,3,TRUE,1,1,0,1,1,5.71E-06,0,1.000021708,0,0,1,0,1,0,0,0,0,https://www.class-central.com/mooc/2440/edx-the-divine-comedy-dante-s-journey-to-freedom-part-3-paradiso
classCentral-743,classCentral,Introduction to Management Information Systems (MIS): A Survival Guide,Universidad Carlos iii de Madrid,Business,Business & Management,edX,33,Intermediate,6,3.5,3,4,TRUE,1,1,0,0,0,8.29E-07,0,0,4.10E-18,0,1,NA,1,0,0,0,0,https://www.class-central.com/mooc/4367/edx-introduction-to-management-information-systems-mis-a-survival-guide
classCentral-746,classCentral,Introduction to Bootstrap ? A Tutorial,Microsoft,Computer Science,Computer Science,edX,52,Intermediate,3,1.5,2,3,FALSE,6,2.666666667,0,0,0,9.58E-07,0,0,0,0,16,14,0.5,0.166666667,0.333333333,0,136.5,https://www.class-central.com/mooc/3338/edx-introduction-to-bootstrap-a-tutorial
classCentral-746,classCentral,Introduction to Bootstrap ? A Tutorial,Microsoft,Computer Science,Computer Science,edX,52,Intermediate,3,1.5,2,4,TRUE,3,4.666666667,3,1,4,3.35E-06,1.14E-06,0.250046265,7.27E-06,1287.819464,14,NA,0,0,1,0,0,https://www.class-central.com/mooc/3338/edx-introduction-to-bootstrap-a-tutorial
classCentral-747,classCentral,The Business of Mining,Curtin University,Physical Science and Engineering,Engineering,edX,33,Introductory,4,1.5,3,4,TRUE,2,1.5,0,0,0,8.29E-07,0,0,4.10E-18,0,3,NA,1,0,0,0,0,https://www.class-central.com/mooc/3651/edx-the-business-of-mining
classCentral-748,classCentral,Data Analysis: Take It to the MAX(),Delft University of Technology,Data Science,Data Analysis & Statistics,edX,33,Intermediate,8,5,2,3,TRUE,10,3.3,4,6,10,5.75E-06,0.04445084,0.149610932,0,2928.420266,33,11,0.4,0.1,0.5,0.8,232.7,https://www.class-central.com/mooc/2916/edx-data-analysis-take-it-to-the-max
classCentral-748,classCentral,Data Analysis: Take It to the MAX(),Delft University of Technology,Data Science,Data Analysis & Statistics,edX,33,Intermediate,8,5,2,4,TRUE,3,3.666666667,0,2,2,3.35E-06,1.14E-06,0.500046265,4.10E-18,0,11,NA,0.333333333,0,0.666666667,0,81.66666667,https://www.class-central.com/mooc/2916/edx-data-analysis-take-it-to-the-max
classCentral-749,classCentral,MATLAB and Octave for Beginners,?cole Polytechnique F?d?rale de Lausanne,Computer Science,Computer Science,edX,33,Introductory,4,6,4,4,TRUE,3,2.666666667,0,0,0,8.29E-07,0,0,4.10E-18,0,8.000000001,NA,0.333333333,0.333333333,0.333333333,0,213,https://www.class-central.com/mooc/7376/edx-matlab-and-octave-for-beginners
classCentral-750,classCentral,Innovation Generation: How to Be Creative,University of Texas Health Science Center at Houston,Physical Science and Engineering,Science,edX,1,Introductory,5,3,3,3,TRUE,3,2.333333333,0,1,1,5.76E-06,0,1.000021708,0,0,6.999999999,0,0.666666667,0,0.333333333,0,0,https://www.class-central.com/mooc/3507/edx-innovation-generation-how-to-be-creative
classCentral-751,classCentral,Dynamics and Control,Universitat Polit?cnica de Val?ncia,Physical Science and Engineering,Engineering,edX,33,Introductory,6,4,2,3,TRUE,1,3,1,1,2,5.74E-06,6.40E-06,0.500021708,1.13E-05,710.1484505,3,4,0,1,0,0,0,https://www.class-central.com/mooc/2950/edx-dynamics-and-control
classCentral-751,classCentral,Dynamics and Control,Universitat Polit?cnica de Val?ncia,Physical Science and Engineering,Engineering,edX,33,Introductory,6,4,2,4,TRUE,2,2,0,0,0,8.29E-07,0,0,4.10E-18,0,4,NA,1,0,0,0,76,https://www.class-central.com/mooc/2950/edx-dynamics-and-control
classCentral-752,classCentral,Creative Problem Solving and Decision Making,Delft University of Technology,Business,Business & Management,edX,33,Introductory,NA,NA,2,2,TRUE,1,3,0,0,0,8.33E-06,0,0,0,0,3,1,0,1,0,1,0,https://www.class-central.com/mooc/2146/edx-creative-problem-solving-and-decision-making
classCentral-752,classCentral,Creative Problem Solving and Decision Making,Delft University of Technology,Business,Business & Management,edX,33,Introductory,NA,NA,2,3,TRUE,1,1,0,0,0,9.58E-07,0,0,0,0,1,3,1,0,0,0,0,https://www.class-central.com/mooc/2146/edx-creative-problem-solving-and-decision-making
classCentral-752,classCentral,Creative Problem Solving and Decision Making,Delft University of Technology,Business,Business & Management,edX,33,Introductory,NA,NA,2,4,TRUE,1,3,1,1,2,3.35E-06,1.14E-06,0.500046265,8.20E-18,2212,3,NA,0,1,0,2,519,https://www.class-central.com/mooc/2146/edx-creative-problem-solving-and-decision-making
classCentral-754,classCentral,Basic Mandarin Chinese ? Level 1,MandarinX,Language Learning,Language,edX,30,Introductory,6,4,3,3,TRUE,2,4.5,0,1,1,5.71E-06,0,1.000021708,0,0,9,14,0,0,1,0,73,https://www.class-central.com/mooc/3534/edx-basic-mandarin-chinese-level-1
classCentral-754,classCentral,Basic Mandarin Chinese ? Level 1,MandarinX,Language Learning,Language,edX,30,Introductory,6,4,3,4,FALSE,6,2.333333333,2,2,4,3.34E-06,1.14E-06,0.375046265,1.60E-09,3890,14,NA,0.666666667,0,0.333333333,0.166666667,156.1666667,https://www.class-central.com/mooc/3534/edx-basic-mandarin-chinese-level-1
classCentral-755,classCentral,Introduction to Engineering,University of Texas Arlington,Physical Science and Engineering,Engineering,edX,30,Introductory,8,5,3,4,TRUE,3,2,0,1,1,8.29E-07,0,1.000046265,4.10E-18,0,6,NA,0.666666667,0,0.333333333,0,209.6666667,https://www.class-central.com/mooc/6337/edx-introduction-to-engineering
classCentral-757,classCentral,Introduction to Cloud Computing,IEEE,Computer Science,Computer Science,edX,33,Introductory,6,3,2,3,TRUE,5,2.2,3,2,5,5.74E-06,6.40E-06,0.280021708,1.07E-05,632.447033,11,1,0.6,0.4,0,1.4,252,https://www.class-central.com/mooc/3353/edx-introduction-to-cloud-computing
classCentral-757,classCentral,Introduction to Cloud Computing,IEEE,Computer Science,Computer Science,edX,33,Introductory,6,3,2,4,TRUE,1,1,2,2,4,3.34E-06,1.14E-06,0.500046265,3.09E-05,2220.39847,1,NA,1,0,0,0,0,https://www.class-central.com/mooc/3353/edx-introduction-to-cloud-computing
classCentral-758,classCentral,Programming Basics,Indian Institute of Technology Bombay,Computer Science,Computer Science,edX,30,Introductory,9,8,2,3,TRUE,3,2.333333333,0,0,0,9.58E-07,0,0,0,0,6.999999999,8.000000001,0.333333333,0.666666667,0,0,0,https://www.class-central.com/mooc/1650/edx-programming-basics
classCentral-758,classCentral,Programming Basics,Indian Institute of Technology Bombay,Computer Science,Computer Science,edX,30,Introductory,9,8,2,4,TRUE,3,2.666666667,1,1,2,3.35E-06,1.14E-06,0.500046265,0.001025178,1479.037046,8.000000001,NA,0.333333333,0.333333333,0.333333333,0,141.3333333,https://www.class-central.com/mooc/1650/edx-programming-basics
classCentral-1029,classCentral,Evidence-Based Practice in Management,Australian National University,Business,Business & Management,edX,6,Intermediate,12,9,4,4,TRUE,1,4,1,0,1,3.34E-06,0,1.000046265,8.50E-08,0,4,NA,0,0,1,0,0,https://www.class-central.com/mooc/7234/edx-evidence-based-practice-in-management
classCentral-1150,classCentral,Introduction to Computer Science and Programming,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,NA,Introductory,8,NA,0,3,FALSE,6,4.833333333,4,5,9,5.75E-06,0.055561951,0.170111445,0.110730924,3407.098513,29,15,0,0,1,0,0,https://www.class-central.com/mooc/446/edx-6-00x-introduction-to-computer-science-and-programming
classCentral-1150,classCentral,Introduction to Computer Science and Programming,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,NA,Introductory,8,NA,0,4,FALSE,3,5,1,2,3,3.34E-06,1.14E-06,0.55560182,4.24E-05,463.5920114,15,NA,0,0,1,0,72.33333333,https://www.class-central.com/mooc/446/edx-6-00x-introduction-to-computer-science-and-programming
classCentral-1151,classCentral,Electricity and Magnetism,Massachusetts Institute of Technology,Physical Science and Engineering,Electronics,edX,NA,NA,NA,NA,NA,3,FALSE,1,5,1,0,1,5.70E-06,0,1.000021708,0.000110202,0,5,0,0,0,1,0,0,https://www.class-central.com/mooc/634/edx-8-02x-electricity-and-magnetism
classCentral-1152,classCentral,Human Health and Global Environmental Change,Harvard University,Life Sciences,Health & Safety,edX,NA,NA,NA,NA,NA,4,FALSE,1,3,0,2,2,3.33E-06,1.14E-06,0.500046265,4.10E-18,0,3,NA,0,1,0,0,0,https://www.class-central.com/mooc/612/edx-ph278x-human-health-and-global-environmental-change
classCentral-1153,classCentral,Quantum Mechanics and Quantum Computation,"University of California, Berkeley",Computer Science,Computer Science,edX,1,Intermediate,9,8.5,NA,3,FALSE,2,4,3,1,4,5.71E-06,6.40E-06,0.250021708,0,12,8,4,0,0,1,0,0,https://www.class-central.com/mooc/613/edx-quantum-mechanics-and-quantum-computation
classCentral-1153,classCentral,Quantum Mechanics and Quantum Computation,"University of California, Berkeley",Computer Science,Computer Science,edX,1,Intermediate,9,8.5,NA,4,FALSE,1,4,0,2,2,3.34E-06,1.14E-06,0.500046265,4.10E-18,0,4,NA,0,0,1,0,0,https://www.class-central.com/mooc/613/edx-quantum-mechanics-and-quantum-computation
classCentral-1157,classCentral,Take Your Medicine - The Impact of Drug Development,The University of Texas at Austin,Life Sciences,Health & Safety,edX,NA,NA,9,NA,1,3,FALSE,1,4,2,0,2,5.73E-06,6.40E-06,0.500021708,0.001096947,0,4,0,0,0,1,0,0,https://www.class-central.com/mooc/813/edx-ut-4-01x-take-your-medicine-the-impact-of-drug-development
classCentral-1158,classCentral,PHYS_102x: Electricity & Magnetism,Rice University,Physical Science and Engineering,Physics,edX,14,Introductory,7,9,1,4,FALSE,1,4,2,0,2,3.34E-06,1.14E-06,0.500046265,2.01E-06,0,4,NA,0,0,1,0,0,https://www.class-central.com/mooc/925/edx-phys_102x-electricity-magnetism
classCentral-1161,classCentral,Paradigms of Computer Programming,Universit? catholique de Louvain,Computer Science,Computer Science,edX,NA,NA,10,NA,1,3,FALSE,1,4,2,2,4,5.72E-06,6.40E-06,0.500021708,0.001381392,129.2232909,4,0,0,0,1,0,0,https://www.class-central.com/mooc/1487/edx-louv1-01x-paradigms-of-computer-programming
classCentral-1162,classCentral,Introduction to Statistics: Descriptive Statistics,"University of California, Berkeley",Math and Logic,Math,edX,1,Introductory,5,NA,NA,3,FALSE,3,4.333333333,0,2,2,5.68E-06,6.40E-06,1.000021708,0,0,13,5,0,0.333333333,0.666666667,0,0,https://www.class-central.com/mooc/614/edx-introduction-to-statistics-descriptive-statistics
classCentral-1162,classCentral,Introduction to Statistics: Descriptive Statistics,"University of California, Berkeley",Math and Logic,Math,edX,1,Introductory,5,NA,NA,4,FALSE,1,5,1,1,2,3.35E-06,1.14E-06,0.500046265,2.73E-18,38.74929972,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/614/edx-introduction-to-statistics-descriptive-statistics
classCentral-1164,classCentral,Historical Relic Treasures and Cultural China: Part 1,Tsinghua University,Language Learning,Humanities,edX,NA,NA,8,NA,1,4,FALSE,1,5,2,0,2,3.30E-06,1.14E-06,0.500046265,8.20E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/1525/edx-00690242_1x-historical-relic-treasures-and-cultural-china-part-1
classCentral-1165,classCentral,History of Chinese Architecture: Part 2,Tsinghua University,Arts and Humanities,History,edX,NA,NA,9,NA,1,3,FALSE,1,5,1,2,3,5.67E-06,6.40E-06,0.555577264,1.79E-11,8481,5,0,0,0,1,0,0,https://www.class-central.com/mooc/1621/edx-80000901_2x-history-of-chinese-architecture-part-2
classCentral-1166,classCentral,Medicinal Chemistry: The Molecular Basis of Drug Discovery,Davidson College,Life Sciences,Medicine & Healthcare,edX,NA,Intermediate,7,7,1,3,FALSE,1,5,0,0,0,9.58E-07,0,0,0,0,5,0,0,0,1,0,0,https://www.class-central.com/mooc/1493/edx-001x-medicinal-chemistry-the-molecular-basis-of-drug-discovery
classCentral-1168,classCentral,Data Analysis for Genomics,Harvard University,Life Sciences,Bioinformatics,edX,NA,NA,9,NA,1,3,FALSE,2,4.5,0,2,2,5.72E-06,6.40E-06,0.500021708,0,0,9,0,0,0,1,0,0,https://www.class-central.com/mooc/1615/edx-ph525x-data-analysis-for-genomics
classCentral-1169,classCentral,Introduction to Statistics: Probability,"University of California, Berkeley",Math and Logic,Math,edX,1,Introductory,5,NA,NA,3,FALSE,4,4.25,2,2,4,5.71E-06,6.40E-06,0.375021708,0,577,17,0,0,0.25,0.75,0.25,97.75,https://www.class-central.com/mooc/828/edx-introduction-to-statistics-probability
classCentral-1171,classCentral,Big Data and Social Physics,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,1,Intermediate,1,5,1,2,FALSE,1,1,0,0,0,8.33E-06,0,0,0,0,1,2,1,0,0,0,0,https://www.class-central.com/mooc/1989/edx-mas-s69x-big-data-and-social-physics
classCentral-1171,classCentral,Big Data and Social Physics,Massachusetts Institute of Technology,Computer Science,Computer Science,edX,1,Intermediate,1,5,1,3,FALSE,1,2,1,1,2,5.75E-06,1.000006395,0.659123158,0.003452065,0,2,1,1,0,0,0,0,https://www.class-central.com/mooc/1989/edx-mas-s69x-big-data-and-social-physics
classCentral-1173,classCentral,Introduction to Statistics: Inference,"University of California, Berkeley",Data Science,Data Analysis & Statistics,edX,NA,Intermediate,5,NA,1,3,FALSE,2,5,1,1,2,5.72E-06,6.40E-06,0.500021708,0,1103.359558,10,0,0,0,1,0,0,https://www.class-central.com/mooc/932/edx-introduction-to-statistics-inference
classCentral-1174,classCentral,The Ancient Greek Hero in 24 Hours (Hours 1-5): Epic and Lyric,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,3,FALSE,2,4.5,0,4,4,5.74E-06,6.40E-06,0.375021708,0,0,9,5,0,0,1,0,0,https://www.class-central.com/mooc/2429/edx-hum2-1x-the-ancient-greek-hero-in-24-hours-hours-1-5-epic-and-lyric
classCentral-1174,classCentral,The Ancient Greek Hero in 24 Hours (Hours 1-5): Epic and Lyric,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,4,FALSE,1,5,0,2,2,3.29E-06,1.14E-06,0.500046265,4.10E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2429/edx-hum2-1x-the-ancient-greek-hero-in-24-hours-hours-1-5-epic-and-lyric
classCentral-1175,classCentral,Mechanical Behavior of Materials,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,edX,30,Intermediate,6,12,2,2,TRUE,2,4.5,2,0,2,2.55E-05,3.11E-05,0.500167354,0.006232296,0,9,0,0,0,1,0,275.5,https://www.class-central.com/mooc/2234/edx-3-032x-mechanical-behavior-of-materials
classCentral-1177,classCentral,The Ancient Greek Hero in 24 Hours (Hours 6-11): Signs of the Hero in Epic and Iconography,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,3,FALSE,2,4.5,4,0,4,5.71E-06,6.40E-06,0.500021708,1.09E-05,0,9,5,0,0,1,0,0,https://www.class-central.com/mooc/2502/edx-hum2-2x-the-ancient-greek-hero-in-24-hours-hours-6-11-signs-of-the-hero-in-epic-and-iconography
classCentral-1177,classCentral,The Ancient Greek Hero in 24 Hours (Hours 6-11): Signs of the Hero in Epic and Iconography,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,4,FALSE,1,5,1,1,2,3.29E-06,1.14E-06,0.500046265,4.10E-18,2,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2502/edx-hum2-2x-the-ancient-greek-hero-in-24-hours-hours-6-11-signs-of-the-hero-in-epic-and-iconography
classCentral-1178,classCentral,Unlocking the Immunity to Change: A New Approach to Personal Improvement,Harvard University,Personal Development,Personal Development,edX,NA,NA,NA,NA,1,3,FALSE,1,3,0,2,2,5.73E-06,6.40E-06,0.500021708,0,0,3,9,0,1,0,0,0,https://www.class-central.com/mooc/947/edx-gse1-1x-unlocking-the-immunity-to-change-a-new-approach-to-personal-improvement
classCentral-1178,classCentral,Unlocking the Immunity to Change: A New Approach to Personal Improvement,Harvard University,Personal Development,Personal Development,edX,NA,NA,NA,NA,1,4,FALSE,3,3,1,0,1,3.32E-06,0,1.000046265,4.10E-18,0,9,NA,0.333333333,0,0.666666667,0,79.66666667,https://www.class-central.com/mooc/947/edx-gse1-1x-unlocking-the-immunity-to-change-a-new-approach-to-personal-improvement
classCentral-1181,classCentral,The Ancient Greek Hero in 24 Hours (Hours 12-15): Cult of Heroes,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,3,FALSE,2,4.5,1,3,4,5.70E-06,0.166673062,0.445334208,8.77E-05,580,9,5,0,0,1,0,0,https://www.class-central.com/mooc/2624/edx-hum2-3x-the-ancient-greek-hero-in-24-hours-hours-12-15-cult-of-heroes
classCentral-1181,classCentral,The Ancient Greek Hero in 24 Hours (Hours 12-15): Cult of Heroes,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,4,FALSE,1,5,1,1,2,3.30E-06,1.14E-06,0.500046265,4.10E-18,2,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2624/edx-hum2-3x-the-ancient-greek-hero-in-24-hours-hours-12-15-cult-of-heroes
classCentral-1182,classCentral,Chinese Thought: Ancient Wisdom Meets Modern Science,The University of British Columbia,Arts and Humanities,Art & Culture,edX,NA,NA,7,4,2,3,FALSE,2,5,1,3,4,5.72E-06,0.166673062,0.320334208,0.001412622,2222.61452,10,5,0,0,1,0,611,https://www.class-central.com/mooc/2471/edx-china300x-chinese-thought-ancient-wisdom-meets-modern-science
classCentral-1182,classCentral,Chinese Thought: Ancient Wisdom Meets Modern Science,The University of British Columbia,Arts and Humanities,Art & Culture,edX,NA,NA,7,4,2,4,FALSE,1,5,1,1,2,3.34E-06,1.14E-06,0.500046265,1.21E-06,1467,5,NA,0,0,1,0,149,https://www.class-central.com/mooc/2471/edx-china300x-chinese-thought-ancient-wisdom-meets-modern-science
classCentral-1183,classCentral,The Ancient Greek Hero in 24 Hours (Hours 16-21): The Hero in Tragedy,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,3,FALSE,2,4.5,4,0,4,5.70E-06,0.166673062,0.445334208,9.31E-05,0,9,5,0,0,1,0,0,https://www.class-central.com/mooc/2626/edx-hum2-4x-the-ancient-greek-hero-in-24-hours-hours-16-21-the-hero-in-tragedy
classCentral-1183,classCentral,The Ancient Greek Hero in 24 Hours (Hours 16-21): The Hero in Tragedy,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,4,FALSE,1,5,2,0,2,3.31E-06,1.14E-06,0.500046265,1.09E-17,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2626/edx-hum2-4x-the-ancient-greek-hero-in-24-hours-hours-16-21-the-hero-in-tragedy
classCentral-1186,classCentral,Foundations of Data Analysis,The University of Texas at Austin,Data Science,Data Analysis & Statistics,edX,NA,NA,NA,4.5,2,2,TRUE,3,4,4,2,6,2.56E-05,3.11E-05,0.16683402,0.05479663,1171.096552,12,15,0,0,1,1,1386,https://www.class-central.com/mooc/2244/edx-ut-7-01x-foundations-of-data-analysis
classCentral-1186,classCentral,Foundations of Data Analysis,The University of Texas at Austin,Data Science,Data Analysis & Statistics,edX,NA,NA,NA,4.5,2,3,TRUE,3,5,1,3,4,5.74E-06,6.40E-06,0.250021708,0.000426671,605.001283,15,0,0,0,1,0,0,https://www.class-central.com/mooc/2244/edx-ut-7-01x-foundations-of-data-analysis
classCentral-1187,classCentral,The Ancient Greek Hero in 24 Hours (Hours 22-24): Plato and Beyond,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,3,FALSE,2,4.5,1,2,3,5.67E-06,6.40E-06,0.555577264,0,1,9,5,0,0,1,0,0,https://www.class-central.com/mooc/2629/edx-hum2-5x-the-ancient-greek-hero-in-24-hours-hours-22-24-plato-and-beyond
classCentral-1187,classCentral,The Ancient Greek Hero in 24 Hours (Hours 22-24): Plato and Beyond,Harvard University,Language Learning,Humanities,edX,NA,NA,4,6.5,2,4,FALSE,1,5,2,0,2,3.33E-06,1.14E-06,0.500046265,8.20E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2629/edx-hum2-5x-the-ancient-greek-hero-in-24-hours-hours-22-24-plato-and-beyond
classCentral-1188,classCentral,Composite Materials Overview for Engineers,University of Washington,Physical Science and Engineering,Engineering,edX,NA,NA,10,NA,2,2,TRUE,3,3.666666667,0,1,1,8.35E-06,0,1.000167354,0,0,11,5,0,0.333333333,0.666666667,0,251,https://www.class-central.com/mooc/2074/edx-aa432x-composite-materials-overview-for-engineers
classCentral-1188,classCentral,Composite Materials Overview for Engineers,University of Washington,Physical Science and Engineering,Engineering,edX,NA,NA,10,NA,2,3,TRUE,1,5,0,0,0,9.58E-07,0,0,0,0,5,0,0,0,1,0,0,https://www.class-central.com/mooc/2074/edx-aa432x-composite-materials-overview-for-engineers
classCentral-1192,classCentral,Circuits and Electronics,Massachusetts Institute of Technology,Physical Science and Engineering,Electronics,edX,52,Introductory,6,5,0,2,TRUE,5,4.8,3,0,3,2.53E-05,3.11E-05,0.333500687,0.001076248,0,24,33,0,0,1,0,63,https://www.class-central.com/mooc/444/edx-6-002x-circuits-and-electronics
classCentral-1192,classCentral,Circuits and Electronics,Massachusetts Institute of Technology,Physical Science and Engineering,Electronics,edX,52,Introductory,6,5,0,3,FALSE,7,4.714285714,2,3,5,5.73E-06,6.40E-06,0.200021708,0,44.37409867,33,5,0,0,1,0.142857143,15.71428571,https://www.class-central.com/mooc/444/edx-6-002x-circuits-and-electronics
classCentral-1192,classCentral,Circuits and Electronics,Massachusetts Institute of Technology,Physical Science and Engineering,Electronics,edX,52,Introductory,6,5,0,4,FALSE,1,5,0,1,1,3.33E-06,0,1.000046265,4.10E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/444/edx-6-002x-circuits-and-electronics
classCentral-1193,classCentral,Artificial Intelligence,"University of California, Berkeley",Computer Science,Computer Science,edX,19,Advanced,12,9,0,2,TRUE,7,4.714285714,2,1,3,2.55E-05,3.11E-05,0.333500687,0,437,33,40,0,0.142857143,0.857142857,0.714285714,661,https://www.class-central.com/mooc/445/edx-cs188-1x-artificial-intelligence
classCentral-1193,classCentral,Artificial Intelligence,"University of California, Berkeley",Computer Science,Computer Science,edX,19,Advanced,12,9,0,3,FALSE,9,4.444444444,4,6,10,5.74E-06,0.04445084,0.191690121,3.89E-05,2827.359928,40,25,0,0,1,0,97,https://www.class-central.com/mooc/445/edx-cs188-1x-artificial-intelligence
classCentral-1193,classCentral,Artificial Intelligence,"University of California, Berkeley",Computer Science,Computer Science,edX,19,Advanced,12,9,0,4,FALSE,5,5,4,3,7,3.35E-06,1.14E-06,0.224536061,5.62E-05,1941.370623,25,NA,0,0,1,0,118.8,https://www.class-central.com/mooc/445/edx-cs188-1x-artificial-intelligence
classCentral-1198,classCentral,Early Christianity: The Letters of Paul,Harvard University,Arts and Humanities,History,edX,1,Introductory,12,NA,1,2,TRUE,5,4,0,0,0,8.33E-06,0,0,0,0,20,10,0,0.4,0.6,2.8,1629.6,https://www.class-central.com/mooc/943/edx-hds1544-1x-early-christianity-the-letters-of-paul
classCentral-1198,classCentral,Early Christianity: The Letters of Paul,Harvard University,Arts and Humanities,History,edX,1,Introductory,12,NA,1,3,TRUE,2,5,0,0,0,9.58E-07,0,0,0,0,10,0,0,0,1,2,88.5,https://www.class-central.com/mooc/943/edx-hds1544-1x-early-christianity-the-letters-of-paul
classCentral-1200,classCentral,Building Cloud Apps with Microsoft Azure ? Part 2,Microsoft,Computer Science,Computer Science,edX,NA,Intermediate,4,4,2,2,TRUE,1,3,1,0,1,8.35E-06,0,1.000167354,0,0,3,0,0,1,0,0,0,https://www.class-central.com/mooc/3536/edx-dev202-2x-building-cloud-apps-with-microsoft-azure-part-2
classCentral-1201,classCentral,Mastering Quantum Mechanics,Massachusetts Institute of Technology,Physical Science and Engineering,Physics,edX,33,Intermediate,5,12,1,3,FALSE,3,4.666666667,1,0,1,5.68E-06,0,1.000021708,0.000239186,0,14,5,0,0,1,1,625.6666667,https://www.class-central.com/mooc/2171/edx-8-05x-mastering-quantum-mechanics
classCentral-1202,classCentral,Introduction to Engineering and Engineering Mathematics,University of Texas Arlington,Physical Science and Engineering,Engineering,edX,30,Introductory,8,5,2,2,TRUE,1,4,0,1,1,8.35E-06,0,1.000167354,0,0,4,0,0,0,1,1,0,https://www.class-central.com/mooc/2529/edx-engr1-0x-introduction-to-engineering-and-engineering-mathematics
classCentral-1203,classCentral,Building Cloud Apps with Microsoft Azure ? Part 1,Microsoft,Computer Science,Computer Science,edX,NA,Intermediate,4,4,2,2,TRUE,1,3,0,1,1,8.35E-06,0,1.000167354,0,0,3,0,0,1,0,0,0,https://www.class-central.com/mooc/3348/edx-dev202-1x-building-cloud-apps-with-microsoft-azure-part-1
classCentral-1205,classCentral,PH525.8x: Case study: DNA methylation data analysis,Harvard University,Life Sciences,Biology & Life Sciences,edX,30,Advanced,4,3,2,3,TRUE,1,4,1,1,2,5.73E-06,6.40E-06,0.500021708,0.036791503,580,4,5,0,0,1,0,1689,https://www.class-central.com/mooc/2980/edx-ph525-8x-case-study-dna-methylation-data-analysis
classCentral-1205,classCentral,PH525.8x: Case study: DNA methylation data analysis,Harvard University,Life Sciences,Biology & Life Sciences,edX,30,Advanced,4,3,2,4,FALSE,1,5,0,0,0,8.29E-07,0,0,4.10E-18,0,5,NA,0,0,1,0,0,https://www.class-central.com/mooc/2980/edx-ph525-8x-case-study-dna-methylation-data-analysis
classCentral-1206,classCentral,Scalable Machine Learning,"University of California, Berkeley",Data Science,Data Analysis & Statistics,edX,NA,Intermediate,4,7.5,2,3,TRUE,28,4.535714286,11,17,28,5.76E-06,0.029106924,0.132007688,0.055611788,28438.32395,127,14,0,0.071428571,0.928571429,0.035714286,149.8214286,https://www.class-central.com/mooc/2965/edx-cs190-1x-scalable-machine-learning
